6500|(0, 0, 0, 1000, 0, 0)|3693|(400, 100, 0, 400, 0, 100)|(600, 0, 0, 400, 0, 0)|5001.832667332667|(0, 0, 0, 1000, 0, 0)|7400
6800|(0, 0, 0, 1000, 0, 0)|3700|(400, 100, 0, 500, 0, 0)|(300, 0, 0, 700, 0, 0)|5000.884615384615|(0, 0, 0, 1000, 0, 0)|7700
6500|(0, 0, 0, 1000, 0, 0)|3698|(400, 100, 0, 400, 0, 100)|(700, 0, 0, 300, 0, 0)|5001.364635364635|(0, 0, 0, 1000, 0, 0)|7300
6500|(0, 0, 0, 1000, 0, 0)|3691|(400, 100, 0, 400, 0, 100)|(500, 0, 0, 500, 0, 0)|5000.831668331668|(0, 0, 0, 1000, 0, 0)|7500
6700|(1000, 0, 0, 0, 0, 0)|3704|(300, 300, 0, 400, 0, 0)|(400, 0, 0, 600, 0, 0)|5002.6558441558445|(0, 0, 0, 1000, 0, 0)|7600
7000|(0, 0, 0, 1000, 0, 0)|3692|(400, 0, 0, 400, 100, 100)|(100, 0, 0, 900, 0, 0)|5001.265234765235|(0, 0, 0, 1000, 0, 0)|7900
7300|(0, 0, 0, 1000, 0, 0)|3702|(400, 0, 0, 500, 0, 100)|(100, 0, 0, 900, 0, 0)|5001.404595404595|(0, 0, 0, 1000, 0, 0)|7900
6700|(1000, 0, 0, 0, 0, 0)|3691|(300, 300, 0, 400, 0, 0)|(900, 0, 0, 100, 0, 0)|5001.832667332667|(0, 0, 0, 300, 0, 700)|7215
6500|(0, 0, 0, 1000, 0, 0)|3646|(400, 100, 0, 400, 0, 100)|(200, 0, 0, 800, 0, 0)|5002.468531468531|(0, 0, 0, 1000, 0, 0)|7800
7300|(0, 0, 0, 1000, 0, 0)|3683|(400, 0, 0, 500, 0, 100)|(700, 0, 0, 300, 0, 0)|5003.187812187813|(0, 0, 0, 1000, 0, 0)|7300
6500|(0, 0, 0, 1000, 0, 0)|3695|(400, 100, 0, 400, 0, 100)|(600, 0, 0, 400, 0, 0)|5001.642857142857|(0, 0, 0, 1000, 0, 0)|7400
6500|(0, 0, 0, 1000, 0, 0)|3696|(400, 100, 0, 400, 0, 100)|(600, 0, 0, 400, 0, 0)|5003.271228771228|(0, 0, 0, 1000, 0, 0)|7400
