6700|(1000, 0, 0, 0, 0, 0)|3703|(300, 300, 0, 400, 0, 0)|(200, 0, 0, 800, 0, 0)|5002.314685314685|(0, 0, 0, 1000, 0, 0)|7800
6500|(0, 0, 0, 1000, 0, 0)|3698|(400, 100, 0, 400, 0, 100)|(800, 0, 0, 200, 0, 0)|5001.223276723276|(0, 0, 0, 1000, 0, 0)|7200
6700|(1000, 0, 0, 0, 0, 0)|3675|(300, 300, 0, 400, 0, 0)|(300, 0, 0, 700, 0, 0)|5002.211788211788|(0, 0, 0, 1000, 0, 0)|7700
6700|(1000, 0, 0, 0, 0, 0)|3702|(300, 300, 0, 400, 0, 0)|(100, 0, 0, 900, 0, 0)|5001.944555444556|(0, 0, 0, 1000, 0, 0)|7900
7300|(0, 0, 0, 1000, 0, 0)|3711|(400, 0, 0, 500, 0, 100)|(200, 0, 0, 800, 0, 0)|5002.217282717283|(0, 0, 0, 1000, 0, 0)|7800
6700|(1000, 0, 0, 0, 0, 0)|3712|(300, 300, 0, 400, 0, 0)|(400, 0, 0, 600, 0, 0)|5001.171828171829|(0, 0, 0, 1000, 0, 0)|7600
7000|(0, 0, 0, 1000, 0, 0)|3665|(400, 0, 0, 400, 100, 100)|(600, 0, 0, 400, 0, 0)|5001.581418581419|(0, 0, 0, 1000, 0, 0)|7400
6500|(0, 0, 0, 1000, 0, 0)|3698|(400, 100, 0, 400, 0, 100)|(500, 0, 0, 500, 0, 0)|5002.33966033966|(0, 0, 0, 1000, 0, 0)|7500
6700|(1000, 0, 0, 0, 0, 0)|3685|(300, 300, 0, 400, 0, 0)|(600, 0, 0, 400, 0, 0)|5000.743256743257|(0, 0, 0, 1000, 0, 0)|7400
7000|(0, 0, 0, 1000, 0, 0)|3664|(400, 0, 0, 400, 100, 100)|(700, 0, 0, 300, 0, 0)|5001.129370629371|(0, 0, 0, 1000, 0, 0)|7300
6700|(1000, 0, 0, 0, 0, 0)|3713|(300, 300, 0, 400, 0, 0)|(600, 0, 0, 400, 0, 0)|5002.624375624376|(0, 0, 0, 1000, 0, 0)|7400
6800|(0, 0, 0, 1000, 0, 0)|3697|(400, 100, 0, 500, 0, 0)|(600, 0, 0, 400, 0, 0)|5002.005994005994|(0, 0, 0, 1000, 0, 0)|7400
6700|(1000, 0, 0, 0, 0, 0)|3684|(300, 300, 0, 400, 0, 0)|(700, 0, 0, 300, 0, 0)|5000.881618381618|(0, 0, 0, 1000, 0, 0)|7300
6500|(0, 0, 0, 1000, 0, 0)|3700|(400, 100, 0, 400, 0, 100)|(100, 0, 0, 900, 0, 0)|5001.2807192807195|(0, 0, 0, 1000, 0, 0)|7900
6700|(1000, 0, 0, 0, 0, 0)|3694|(300, 300, 0, 400, 0, 0)|(200, 0, 0, 800, 0, 0)|5001.97002997003|(0, 0, 0, 1000, 0, 0)|7800
6700|(1000, 0, 0, 0, 0, 0)|3709|(300, 300, 0, 400, 0, 0)|(600, 0, 0, 400, 0, 0)|5002.031468531469|(0, 0, 0, 1000, 0, 0)|7400
6700|(1000, 0, 0, 0, 0, 0)|3696|(300, 300, 0, 400, 0, 0)|(300, 0, 0, 700, 0, 0)|5000.525474525474|(0, 0, 0, 1000, 0, 0)|7700
6500|(0, 0, 0, 1000, 0, 0)|3681|(400, 100, 0, 400, 0, 100)|(400, 0, 0, 600, 0, 0)|5001.858641358642|(0, 0, 0, 1000, 0, 0)|7600
6500|(0, 0, 0, 1000, 0, 0)|3688|(400, 100, 0, 400, 0, 100)|(900, 0, 0, 100, 0, 0)|5001.840659340659|(0, 0, 0, 200, 0, 800)|7234
6700|(1000, 0, 0, 0, 0, 0)|3677|(300, 300, 0, 400, 0, 0)|(500, 0, 0, 500, 0, 0)|5001.198301698301|(0, 0, 0, 1000, 0, 0)|7500
7300|(0, 0, 0, 1000, 0, 0)|3704|(400, 0, 0, 500, 0, 100)|(500, 0, 0, 500, 0, 0)|5001.254745254745|(0, 0, 0, 1000, 0, 0)|7500
6800|(0, 0, 0, 1000, 0, 0)|3700|(400, 100, 0, 500, 0, 0)|(500, 0, 0, 500, 0, 0)|5002.346153846154|(0, 0, 0, 1000, 0, 0)|7500
7000|(0, 0, 0, 1000, 0, 0)|3692|(400, 0, 0, 400, 100, 100)|(200, 0, 0, 800, 0, 0)|5001.332167832168|(0, 0, 0, 1000, 0, 0)|7800
7000|(0, 0, 0, 1000, 0, 0)|3694|(400, 0, 0, 400, 100, 100)|(600, 0, 0, 400, 0, 0)|5001.433066933067|(0, 0, 0, 1000, 0, 0)|7400
6500|(0, 0, 0, 1000, 0, 0)|3691|(400, 100, 0, 400, 0, 100)|(600, 0, 0, 400, 0, 0)|5001.822177822178|(0, 0, 0, 1000, 0, 0)|7400
6500|(0, 0, 0, 1000, 0, 0)|3689|(400, 100, 0, 400, 0, 100)|(700, 0, 0, 300, 0, 0)|5001.663836163836|(0, 0, 0, 1000, 0, 0)|7300
6800|(0, 0, 0, 1000, 0, 0)|3689|(400, 100, 0, 500, 0, 0)|(700, 0, 0, 300, 0, 0)|5001.015984015984|(0, 0, 0, 1000, 0, 0)|7300
6700|(1000, 0, 0, 0, 0, 0)|3685|(300, 300, 0, 400, 0, 0)|(600, 0, 0, 400, 0, 0)|5001.666333666333|(0, 0, 0, 1000, 0, 0)|7400
6500|(0, 0, 0, 1000, 0, 0)|3698|(400, 100, 0, 400, 0, 100)|(400, 0, 0, 600, 0, 0)|5000.648351648351|(0, 0, 0, 1000, 0, 0)|7600
7000|(0, 0, 0, 1000, 0, 0)|3689|(400, 0, 0, 400, 100, 100)|(500, 0, 0, 500, 0, 0)|5002.9000999001|(0, 0, 0, 1000, 0, 0)|7500
7300|(0, 0, 0, 1000, 0, 0)|3696|(400, 0, 0, 500, 0, 100)|(300, 0, 0, 700, 0, 0)|5001.474525474526|(0, 0, 0, 1000, 0, 0)|7700
6700|(1000, 0, 0, 0, 0, 0)|3715|(300, 300, 0, 400, 0, 0)|(300, 0, 0, 700, 0, 0)|5001.986513486513|(0, 0, 0, 1000, 0, 0)|7700
7300|(0, 0, 0, 1000, 0, 0)|3672|(400, 0, 0, 500, 0, 100)|(900, 0, 0, 100, 0, 0)|5000.93956043956|(0, 0, 0, 200, 0, 800)|7243
6500|(0, 0, 0, 1000, 0, 0)|3692|(400, 100, 0, 400, 0, 100)|(500, 0, 0, 500, 0, 0)|5001.624375624376|(0, 0, 0, 1000, 0, 0)|7500
6500|(0, 0, 0, 1000, 0, 0)|3682|(400, 100, 0, 400, 0, 100)|(600, 0, 0, 400, 0, 0)|5003.175324675325|(0, 0, 0, 1000, 0, 0)|7400
7000|(0, 0, 0, 1000, 0, 0)|3684|(400, 0, 0, 400, 100, 100)|(700, 0, 0, 300, 0, 0)|5002.226773226773|(0, 0, 0, 1000, 0, 0)|7300
7000|(0, 0, 0, 1000, 0, 0)|3706|(400, 0, 0, 400, 100, 100)|(800, 0, 0, 200, 0, 0)|5001.63936063936|(0, 0, 0, 1000, 0, 0)|7200
7300|(0, 0, 0, 1000, 0, 0)|3717|(400, 0, 0, 500, 0, 100)|(900, 0, 0, 100, 0, 0)|5000.607892107892|(0, 0, 0, 400, 0, 600)|7241
6500|(0, 0, 0, 1000, 0, 0)|3699|(400, 100, 0, 400, 0, 100)|(900, 0, 0, 100, 0, 0)|5001.7032967032965|(0, 0, 0, 100, 0, 900)|7226
6800|(0, 0, 0, 1000, 0, 0)|3700|(400, 100, 0, 500, 0, 0)|(700, 0, 0, 300, 0, 0)|5001.741758241758|(0, 0, 0, 1000, 0, 0)|7300
7300|(0, 0, 0, 1000, 0, 0)|3686|(400, 0, 0, 500, 0, 100)|(200, 0, 0, 800, 0, 0)|5002.315684315684|(0, 0, 0, 1000, 0, 0)|7800
6700|(1000, 0, 0, 0, 0, 0)|3683|(300, 300, 0, 400, 0, 0)|(700, 0, 0, 300, 0, 0)|5002.017982017982|(0, 0, 0, 1000, 0, 0)|7300
7300|(0, 0, 0, 1000, 0, 0)|3712|(400, 0, 0, 500, 0, 100)|(500, 0, 0, 500, 0, 0)|5001.395104895105|(0, 0, 0, 1000, 0, 0)|7500
6500|(0, 0, 0, 1000, 0, 0)|3672|(400, 100, 0, 400, 0, 100)|(900, 0, 0, 100, 0, 0)|5001.444055944056|(0, 0, 0, 300, 0, 700)|7215
7300|(0, 0, 0, 1000, 0, 0)|3690|(400, 0, 0, 500, 0, 100)|(500, 0, 0, 500, 0, 0)|5001.765734265734|(0, 0, 0, 1000, 0, 0)|7500
6500|(0, 0, 0, 1000, 0, 0)|3700|(400, 100, 0, 400, 0, 100)|(400, 0, 0, 600, 0, 0)|5003.188811188811|(0, 0, 0, 1000, 0, 0)|7600
6800|(0, 0, 0, 1000, 0, 0)|3692|(400, 100, 0, 500, 0, 0)|(200, 0, 0, 800, 0, 0)|5001.668331668332|(0, 0, 0, 1000, 0, 0)|7800
6500|(0, 0, 0, 1000, 0, 0)|3674|(400, 100, 0, 400, 0, 100)|(400, 0, 0, 600, 0, 0)|5001.9510489510485|(0, 0, 0, 1000, 0, 0)|7600
6700|(1000, 0, 0, 0, 0, 0)|3722|(300, 300, 0, 400, 0, 0)|(600, 0, 0, 400, 0, 0)|5001.757242757243|(0, 0, 0, 1000, 0, 0)|7400
7300|(0, 0, 0, 1000, 0, 0)|3683|(400, 0, 0, 500, 0, 100)|(400, 0, 0, 600, 0, 0)|5001.623376623376|(0, 0, 0, 1000, 0, 0)|7600
7000|(0, 0, 0, 1000, 0, 0)|3699|(400, 0, 0, 400, 100, 100)|(800, 0, 0, 200, 0, 0)|5001.721778221779|(0, 0, 0, 1000, 0, 0)|7200
7300|(0, 0, 0, 1000, 0, 0)|3698|(400, 0, 0, 500, 0, 100)|(200, 0, 0, 800, 0, 0)|5000.577422577423|(0, 0, 0, 1000, 0, 0)|7800
6500|(0, 0, 0, 1000, 0, 0)|3694|(400, 100, 0, 400, 0, 100)|(400, 0, 0, 600, 0, 0)|5002.33966033966|(0, 0, 0, 1000, 0, 0)|7600
6700|(1000, 0, 0, 0, 0, 0)|3682|(300, 300, 0, 400, 0, 0)|(300, 0, 0, 700, 0, 0)|5001.736263736264|(0, 0, 0, 1000, 0, 0)|7700
7300|(0, 0, 0, 1000, 0, 0)|3698|(400, 0, 0, 500, 0, 100)|(700, 0, 0, 300, 0, 0)|5002.362137862138|(0, 0, 0, 1000, 0, 0)|7300
6800|(0, 0, 0, 1000, 0, 0)|3675|(400, 100, 0, 500, 0, 0)|(400, 0, 0, 600, 0, 0)|5002.5374625374625|(0, 0, 0, 1000, 0, 0)|7600
6500|(0, 0, 0, 1000, 0, 0)|3695|(400, 100, 0, 400, 0, 100)|(100, 0, 0, 900, 0, 0)|5001.881118881119|(0, 0, 0, 1000, 0, 0)|7900
7000|(0, 0, 0, 1000, 0, 0)|3688|(400, 0, 0, 400, 100, 100)|(200, 0, 0, 800, 0, 0)|5001.855144855145|(0, 0, 0, 1000, 0, 0)|7800
6700|(1000, 0, 0, 0, 0, 0)|3687|(300, 300, 0, 400, 0, 0)|(500, 0, 0, 500, 0, 0)|5001.697302697303|(0, 0, 0, 1000, 0, 0)|7500
7300|(0, 0, 0, 1000, 0, 0)|3705|(400, 0, 0, 500, 0, 100)|(600, 0, 0, 400, 0, 0)|5001.900599400599|(0, 0, 0, 1000, 0, 0)|7400
7000|(0, 0, 0, 1000, 0, 0)|3728|(400, 0, 0, 400, 100, 100)|(700, 0, 0, 300, 0, 0)|5001.602397602398|(0, 0, 0, 1000, 0, 0)|7300
6700|(1000, 0, 0, 0, 0, 0)|3719|(300, 300, 0, 400, 0, 0)|(500, 0, 0, 500, 0, 0)|5003.431068931069|(0, 0, 0, 1000, 0, 0)|7500
6800|(0, 0, 0, 1000, 0, 0)|3675|(400, 100, 0, 500, 0, 0)|(700, 0, 0, 300, 0, 0)|5003.012987012987|(0, 0, 0, 1000, 0, 0)|7300
7300|(0, 0, 0, 1000, 0, 0)|3717|(400, 0, 0, 500, 0, 100)|(300, 0, 0, 700, 0, 0)|5002.534965034965|(0, 0, 0, 1000, 0, 0)|7700
6800|(0, 0, 0, 1000, 0, 0)|3700|(400, 100, 0, 500, 0, 0)|(800, 0, 0, 200, 0, 0)|5001.706293706294|(0, 0, 0, 1000, 0, 0)|7200
6700|(1000, 0, 0, 0, 0, 0)|3686|(300, 300, 0, 400, 0, 0)|(700, 0, 0, 300, 0, 0)|5000.896103896104|(0, 0, 0, 1000, 0, 0)|7300
6700|(1000, 0, 0, 0, 0, 0)|3730|(300, 300, 0, 400, 0, 0)|(800, 0, 0, 200, 0, 0)|5001.014985014985|(0, 0, 0, 1000, 0, 0)|7200
6700|(1000, 0, 0, 0, 0, 0)|3681|(300, 300, 0, 400, 0, 0)|(200, 0, 0, 800, 0, 0)|5001.688311688312|(0, 0, 0, 1000, 0, 0)|7800
6700|(1000, 0, 0, 0, 0, 0)|3708|(300, 300, 0, 400, 0, 0)|(600, 0, 0, 400, 0, 0)|5002.2307692307695|(0, 0, 0, 1000, 0, 0)|7400
6700|(1000, 0, 0, 0, 0, 0)|3701|(300, 300, 0, 400, 0, 0)|(600, 0, 0, 400, 0, 0)|5002.918581418581|(0, 0, 0, 1000, 0, 0)|7400
7300|(0, 0, 0, 1000, 0, 0)|3679|(400, 0, 0, 500, 0, 100)|(900, 0, 0, 100, 0, 0)|5001.243756243756|(0, 0, 0, 200, 0, 800)|7252
6700|(1000, 0, 0, 0, 0, 0)|3686|(300, 300, 0, 400, 0, 0)|(100, 0, 0, 900, 0, 0)|5000.668331668332|(0, 0, 0, 1000, 0, 0)|7900
6700|(1000, 0, 0, 0, 0, 0)|3679|(300, 300, 0, 400, 0, 0)|(500, 0, 0, 500, 0, 0)|5004.0124875124875|(0, 0, 0, 1000, 0, 0)|7500
6800|(0, 0, 0, 1000, 0, 0)|3680|(400, 100, 0, 500, 0, 0)|(500, 0, 0, 500, 0, 0)|5001.2032967032965|(0, 0, 0, 1000, 0, 0)|7500
7000|(0, 0, 0, 1000, 0, 0)|3709|(400, 0, 0, 400, 100, 100)|(700, 0, 0, 300, 0, 0)|5002.896103896104|(0, 0, 0, 1000, 0, 0)|7300
6800|(0, 0, 0, 1000, 0, 0)|3700|(400, 100, 0, 500, 0, 0)|(400, 0, 0, 600, 0, 0)|5004.841158841159|(0, 0, 0, 1000, 0, 0)|7600
6500|(0, 0, 0, 1000, 0, 0)|3694|(400, 100, 0, 400, 0, 100)|(200, 0, 0, 800, 0, 0)|5001.714285714285|(0, 0, 0, 1000, 0, 0)|7800
6500|(0, 0, 0, 1000, 0, 0)|3665|(400, 100, 0, 400, 0, 100)|(300, 0, 0, 700, 0, 0)|5000.434065934066|(0, 0, 0, 1000, 0, 0)|7700
6800|(0, 0, 0, 1000, 0, 0)|3696|(400, 100, 0, 500, 0, 0)|(900, 0, 0, 100, 0, 0)|5000.896103896104|(0, 0, 0, 200, 0, 800)|7207
6500|(0, 0, 0, 1000, 0, 0)|3692|(400, 100, 0, 400, 0, 100)|(700, 0, 0, 300, 0, 0)|5000.859140859141|(0, 0, 0, 1000, 0, 0)|7300
6500|(0, 0, 0, 1000, 0, 0)|3677|(400, 100, 0, 400, 0, 100)|(300, 0, 0, 700, 0, 0)|5001.455544455544|(0, 0, 0, 1000, 0, 0)|7700
6700|(1000, 0, 0, 0, 0, 0)|3693|(300, 300, 0, 400, 0, 0)|(700, 0, 0, 300, 0, 0)|5002.034965034965|(0, 0, 0, 1000, 0, 0)|7300
6700|(1000, 0, 0, 0, 0, 0)|3691|(300, 300, 0, 400, 0, 0)|(200, 0, 0, 800, 0, 0)|5001.286213786214|(0, 0, 0, 1000, 0, 0)|7800
6500|(0, 0, 0, 1000, 0, 0)|3674|(400, 100, 0, 400, 0, 100)|(700, 0, 0, 300, 0, 0)|5001.863636363636|(0, 0, 0, 1000, 0, 0)|7300
6800|(0, 0, 0, 1000, 0, 0)|3688|(400, 100, 0, 500, 0, 0)|(800, 0, 0, 200, 0, 0)|5001.067432567433|(0, 0, 0, 1000, 0, 0)|7200
6800|(0, 0, 0, 1000, 0, 0)|3666|(400, 100, 0, 500, 0, 0)|(500, 0, 0, 500, 0, 0)|5002.353646353647|(0, 0, 0, 1000, 0, 0)|7500
7000|(0, 0, 0, 1000, 0, 0)|3705|(400, 0, 0, 400, 100, 100)|(600, 0, 0, 400, 0, 0)|5001.27022977023|(0, 0, 0, 1000, 0, 0)|7400
7300|(0, 0, 0, 1000, 0, 0)|3719|(400, 0, 0, 500, 0, 100)|(600, 0, 0, 400, 0, 0)|5001.5874125874125|(0, 0, 0, 1000, 0, 0)|7400
6800|(0, 0, 0, 1000, 0, 0)|3700|(400, 100, 0, 500, 0, 0)|(200, 0, 0, 800, 0, 0)|5002.423576423576|(0, 0, 0, 1000, 0, 0)|7800
6700|(1000, 0, 0, 0, 0, 0)|3696|(300, 300, 0, 400, 0, 0)|(800, 0, 0, 200, 0, 0)|5001.4375624375625|(0, 0, 0, 1000, 0, 0)|7200
6800|(0, 0, 0, 1000, 0, 0)|3700|(400, 100, 0, 500, 0, 0)|(900, 0, 0, 100, 0, 0)|5001.680319680319|(0, 0, 0, 200, 0, 800)|7270
7300|(0, 0, 0, 1000, 0, 0)|3683|(400, 0, 0, 500, 0, 100)|(200, 0, 0, 800, 0, 0)|5001.60989010989|(0, 0, 0, 1000, 0, 0)|7800
6700|(1000, 0, 0, 0, 0, 0)|3713|(300, 300, 0, 400, 0, 0)|(300, 0, 0, 700, 0, 0)|5001.885614385615|(0, 0, 0, 1000, 0, 0)|7700
7300|(0, 0, 0, 1000, 0, 0)|3668|(400, 0, 0, 500, 0, 100)|(800, 0, 0, 200, 0, 0)|5001.826673326674|(0, 0, 0, 1000, 0, 0)|7200
6700|(1000, 0, 0, 0, 0, 0)|3664|(300, 300, 0, 400, 0, 0)|(200, 0, 0, 800, 0, 0)|5001.378121878122|(0, 0, 0, 1000, 0, 0)|7800
6800|(0, 0, 0, 1000, 0, 0)|3700|(400, 100, 0, 500, 0, 0)|(800, 0, 0, 200, 0, 0)|5001.761238761239|(0, 0, 0, 1000, 0, 0)|7200
6700|(1000, 0, 0, 0, 0, 0)|3706|(300, 300, 0, 400, 0, 0)|(500, 0, 0, 500, 0, 0)|5002.605894105895|(0, 0, 0, 1000, 0, 0)|7500
6500|(0, 0, 0, 1000, 0, 0)|3683|(400, 100, 0, 400, 0, 100)|(400, 0, 0, 600, 0, 0)|5001.929070929071|(0, 0, 0, 1000, 0, 0)|7600
6500|(0, 0, 0, 1000, 0, 0)|3691|(400, 100, 0, 400, 0, 100)|(700, 0, 0, 300, 0, 0)|5000.757742257742|(0, 0, 0, 1000, 0, 0)|7300
7300|(0, 0, 0, 1000, 0, 0)|3678|(400, 0, 0, 500, 0, 100)|(300, 0, 0, 700, 0, 0)|5002.0534465534465|(0, 0, 0, 1000, 0, 0)|7700
6700|(1000, 0, 0, 0, 0, 0)|3731|(300, 300, 0, 400, 0, 0)|(800, 0, 0, 200, 0, 0)|5002.14985014985|(0, 0, 0, 1000, 0, 0)|7200
